Date,DRD,File,Status
2008_08,CBERS2B_CCD_20080802.132042,/Level-2/CBERS2B/2008_08/CBERS2B_CCD_20080802.132042/155_106_0/2_BC_UTM_WGS84/CBERS_2B_CCD2PAN_20080802_155_106_L2_BAND5.tif.zip,TIFFReadDirectory:Failed to read directory at offset 45751656
2008_08,CBERS2B_CCD_20080802.132042,/Level-2/CBERS2B/2008_08/CBERS2B_CCD_20080802.132042/155_108_0/2_BC_UTM_WGS84/CBERS_2B_CCD2PAN_20080802_155_108_L2_BAND5.tif.zip,TIFFReadDirectory:Failed to read directory at offset 45778728
2008_08,CBERS2B_CCD_20080802.132042,/Level-2/CBERS2B/2008_08/CBERS2B_CCD_20080802.132042/155_112_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20080802_155_112_L2_BAND1.tif.zip,too small
2008_08,CBERS2B_CCD_20080802.132042,/Level-2/CBERS2B/2008_08/CBERS2B_CCD_20080802.132042/155_117_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20080802_155_117_L2_BAND1.tif.zip,too small
2008_08,CBERS2B_CCD_20080802.132042,/Level-2/CBERS2B/2008_08/CBERS2B_CCD_20080802.132042/155_120_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20080802_155_120_L2_BAND3.tif.zip,`/tmp/CBERS_2B_CCD2XS_20080802_155_120_L2_BAND3.tif' not recognized as a supported file format.
2008_08,CBERS2B_CCD_20080802.132042,/Level-2/CBERS2B/2008_08/CBERS2B_CCD_20080802.132042/155_136_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20080802_155_136_L2_BAND3.tif.zip,TIFFReadDirectory:Failed to read directory at offset 47526716
2008_08,CBERS2B_CCD_20080803.014900,/Level-2/CBERS2B/2008_08/CBERS2B_CCD_20080803.014900/129_064_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20080802_129_064_L2_BAND3.tif.zip,too small
2008_08,CBERS2B_CCD_20080803.014900,/Level-2/CBERS2B/2008_08/CBERS2B_CCD_20080803.014900/129_050_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20080802_129_050_L2_BAND1.tif.zip,too small
2008_08,CBERS2B_CCD_20080803.142456,/Level-2/CBERS2B/2008_08/CBERS2B_CCD_20080803.142456/172_093_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20080803_172_093_L2_BAND1.tif.zip,`/tmp/CBERS_2B_CCD2XS_20080803_172_093_L2_BAND1.tif' not recognized as a supported file format.
2008_08,CBERS2B_CCD_20080803.142456,/Level-2/CBERS2B/2008_08/CBERS2B_CCD_20080803.142456/172_102_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20080803_172_102_L2_BAND1.tif.zip,`/tmp/CBERS_2B_CCD2XS_20080803_172_102_L2_BAND1.tif' not recognized as a supported file format.
