Date,DRD,File,Status
2000_01,LANDSAT7_ETM_20000101.134402,/Level-2/LANDSAT7/2000_01/LANDSAT7_ETM_20000101.134402/227_085_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20000101_227_085_L2_BAND4.tif.zip,`/tmp/LANDSAT_7_ETMXS_20000101_227_085_L2_BAND4.tif' not recognized as a supported file format.
2000_01,LANDSAT7_ETM_20000107.144039,/Level-2/LANDSAT7/2000_01/LANDSAT7_ETM_20000107.144039/004_061_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20000107_004_061_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20000107_004_061_L2_BAND1.tif' not recognized as a supported file format.
2000_01,LANDSAT7_ETM_20000109.142725,/Level-2/LANDSAT7/2000_01/LANDSAT7_ETM_20000109.142725/002_056_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20000109_002_056_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20000109_002_056_L2_BAND1.tif' not recognized as a supported file format.
2000_01,LANDSAT7_ETM_20000109.142725,/Level-2/LANDSAT7/2000_01/LANDSAT7_ETM_20000109.142725/002_057_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20000109_002_057_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20000109_002_057_L2_BAND1.tif' not recognized as a supported file format.
2000_01,LANDSAT7_ETM_20000109.142725,/Level-2/LANDSAT7/2000_01/LANDSAT7_ETM_20000109.142725/002_058_0/2_BC_UTM_WGS84/LANDSAT_7_ETMPAN_20000109_002_058_L2_BAND8.tif.zip,TIFFReadDirectory:Failed to read directory at offset 219957908
2000_01,LANDSAT7_ETM_20000109.142725,/Level-2/LANDSAT7/2000_01/LANDSAT7_ETM_20000109.142725/002_058_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20000109_002_058_L2_BAND1.tif.zip,TIFFReadDirectory:Failed to read directory at offset 54721682
2000_01,LANDSAT7_ETM_20000109.142725,/Level-2/LANDSAT7/2000_01/LANDSAT7_ETM_20000109.142725/002_065_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20000109_002_065_L2_BAND5.tif.zip,`/tmp/LANDSAT_7_ETMXS_20000109_002_065_L2_BAND5.tif' not recognized as a supported file format.
2000_01,LANDSAT7_ETM_20000109.142725,/Level-2/LANDSAT7/2000_01/LANDSAT7_ETM_20000109.142725/002_072_0/2_BC_UTM_WGS84/LANDSAT_7_ETMPAN_20000109_002_072_L2_BAND8.tif.zip,`/tmp/LANDSAT_7_ETMPAN_20000109_002_072_L2_BAND8.tif' not recognized as a supported file format.
2000_01,LANDSAT7_ETM_20000109.142725,/Level-2/LANDSAT7/2000_01/LANDSAT7_ETM_20000109.142725/002_075_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20000109_002_075_L2_BAND3.tif.zip,`/tmp/LANDSAT_7_ETMXS_20000109_002_075_L2_BAND3.tif' not recognized as a supported file format.
2000_01,LANDSAT7_ETM_20000123.144019,/Level-2/LANDSAT7/2000_01/LANDSAT7_ETM_20000123.144019/004_061_0/2_BC_UTM_WGS84/LANDSAT_7_ETMPAN_20000123_004_061_L2_BAND8.tif.zip,`/tmp/LANDSAT_7_ETMPAN_20000123_004_061_L2_BAND8.tif' not recognized as a supported file format.
