Date,DRD,File,Status
2010_03,CBERS2B_CCD_20100301.144734,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100301.144734/177_115_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20100301_177_115_L2_BAND1.tif.zip,`/tmp/CBERS_2B_CCD2XS_20100301_177_115_L2_BAND1.tif' not recognized as a supported file format.
2010_03,CBERS2B_CCD_20100301.144734,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100301.144734/177_105_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20100301_177_105_L2_BAND3.tif.zip,TIFFReadDirectory:Failed to read directory at offset 47283930
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_128_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20100302_167_128_L2_BAND3.tif.zip,`/tmp/CBERS_2B_CCD2XS_20100302_167_128_L2_BAND3.tif' not recognized as a supported file format.
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_122_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20100302_167_122_L2_BAND3.tif.zip,`/tmp/CBERS_2B_CCD1XS_20100302_167_122_L2_BAND3.tif' not recognized as a supported file format.
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_122_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20100302_167_122_L2_BAND1.tif.zip,TIFFReadDirectory:Failed to read directory at offset 41173842
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_122_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20100302_167_122_L2_BAND3.tif.zip,TIFFReadDirectory:Failed to read directory at offset 41173842
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_097_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20100302_167_097_L2_BAND3.tif.zip,`/tmp/CBERS_2B_CCD1XS_20100302_167_097_L2_BAND3.tif' not recognized as a supported file format.
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_097_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20100302_167_097_L2_BAND1.tif.zip,TIFFReadDirectory:Failed to read directory at offset 41588686
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_097_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20100302_167_097_L2_BAND3.tif.zip,TIFFReadDirectory:Failed to read directory at offset 41588686
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_117_0/2_BC_UTM_WGS84/CBERS_2B_CCD2PAN_20100302_167_117_L2_BAND5.tif.zip,TIFFReadDirectory:Failed to read directory at offset 41380688
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_116_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20100302_167_116_L2_BAND3.tif.zip,`/tmp/CBERS_2B_CCD2XS_20100302_167_116_L2_BAND3.tif' not recognized as a supported file format.
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_113_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20100302_167_113_L2_BAND4.tif.zip,`/tmp/CBERS_2B_CCD1XS_20100302_167_113_L2_BAND4.tif' not recognized as a supported file format.
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_113_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20100302_167_113_L2_BAND3.tif.zip,`/tmp/CBERS_2B_CCD2XS_20100302_167_113_L2_BAND3.tif' not recognized as a supported file format.
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_106_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20100302_167_106_L2_BAND3.tif.zip,too small
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_106_0/2_BC_UTM_WGS84/CBERS_2B_CCD2PAN_20100302_167_106_L2_BAND5.tif.zip,TIFFReadDirectory:Failed to read directory at offset 41527946
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_105_0/2_BC_UTM_WGS84/CBERS_2B_CCD2PAN_20100302_167_105_L2_BAND5.tif.zip,TIFFReadDirectory:Failed to read directory at offset 41527946
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_092_0/2_BC_UTM_WGS84/CBERS_2B_CCD2PAN_20100302_167_092_L2_BAND5.tif.zip,TIFFReadDirectory:Failed to read directory at offset 41696648
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_092_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20100302_167_092_L2_BAND1.tif.zip,`/tmp/CBERS_2B_CCD2XS_20100302_167_092_L2_BAND1.tif' not recognized as a supported file format.
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_093_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20100302_167_093_L2_BAND2.tif.zip,`/tmp/CBERS_2B_CCD1XS_20100302_167_093_L2_BAND2.tif' not recognized as a supported file format.
2010_03,CBERS2B_CCD_20100302.140954,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100302.140954/167_093_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20100302_167_093_L2_BAND3.tif.zip,TIFFReadDirectory:Failed to read directory at offset 41690568
2010_03,CBERS2B_CCD_20100303.133304,/Level-2/CBERS2B/2010_03/CBERS2B_CCD_20100303.133304/158_146_0/2_BC_UTM_WGS84/CBERS_2B_CCD2PAN_20100303_158_146_L2_BAND5.tif.zip,TIFFReadDirectory:Failed to read directory at offset 45021628
