Date,DRD,File,Status
2007_11,CBERS2B_HRC_20071110.150511,/Level-2/CBERS2B/2007_11/CBERS2B_HRC_20071110.150511/183_C_095_2_0/2_BC_UTM_WGS84/CBERS_2B_HRC_20071110_183_C_095_2_L2_BAND1.tif.zip,`/tmp/CBERS_2B_HRC_20071110_183_C_095_2_L2_BAND1.tif' not recognized as a supported file format.
2007_11,CBERS2B_HRC_20071110.150511,/Level-2/CBERS2B/2007_11/CBERS2B_HRC_20071110.150511/183_C_096_2_0/2_BC_UTM_WGS84/CBERS_2B_HRC_20071110_183_C_096_2_L2_BAND1.tif.zip,`/tmp/CBERS_2B_HRC_20071110_183_C_096_2_L2_BAND1.tif' not recognized as a supported file format.
2007_11,CBERS2B_HRC_20071110.150511,/Level-2/CBERS2B/2007_11/CBERS2B_HRC_20071110.150511/183_C_107_1_0/2_BC_UTM_WGS84/CBERS_2B_HRC_20071110_183_C_107_1_L2_BAND1.tif.zip,`/tmp/CBERS_2B_HRC_20071110_183_C_107_1_L2_BAND1.tif' not recognized as a supported file format.
