Date,DRD,File,Status
2009_06,CBERS2B_CCD_20090603.144300,/Level-2/CBERS2B/2009_06/CBERS2B_CCD_20090603.144300/176_111_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20090603_176_111_L2_BAND3.tif.zip,too small
2009_06,CBERS2B_CCD_20090603.144300,/Level-2/CBERS2B/2009_06/CBERS2B_CCD_20090603.144300/176_109_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20090603_176_109_L2_BAND3.tif.zip,TIFFReadDirectory:Failed to read directory at offset 41713912
2009_06,CBERS2B_CCD_20090603.144300,/Level-2/CBERS2B/2009_06/CBERS2B_CCD_20090603.144300/176_112_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20090603_176_112_L2_BAND3.tif.zip,`/tmp/CBERS_2B_CCD1XS_20090603_176_112_L2_BAND3.tif' not recognized as a supported file format.
2009_06,CBERS2B_CCD_20090603.144300,/Level-2/CBERS2B/2009_06/CBERS2B_CCD_20090603.144300/176_112_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20090603_176_112_L2_BAND4.tif.zip,`/tmp/CBERS_2B_CCD1XS_20090603_176_112_L2_BAND4.tif' not recognized as a supported file format.
2009_06,CBERS2B_CCD_20090603.144300,/Level-2/CBERS2B/2009_06/CBERS2B_CCD_20090603.144300/176_114_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20090603_176_114_L2_BAND3.tif.zip,`/tmp/CBERS_2B_CCD1XS_20090603_176_114_L2_BAND3.tif' not recognized as a supported file format.
2009_06,CBERS2B_CCD_20090603.144300,/Level-2/CBERS2B/2009_06/CBERS2B_CCD_20090603.144300/176_114_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20090603_176_114_L2_BAND4.tif.zip,`/tmp/CBERS_2B_CCD1XS_20090603_176_114_L2_BAND4.tif' not recognized as a supported file format.
2009_06,CBERS2B_CCD_20090603.144300,/Level-2/CBERS2B/2009_06/CBERS2B_CCD_20090603.144300/176_116_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20090603_176_116_L2_BAND3.tif.zip,`/tmp/CBERS_2B_CCD1XS_20090603_176_116_L2_BAND3.tif' not recognized as a supported file format.
2009_06,CBERS2B_CCD_20090603.144300,/Level-2/CBERS2B/2009_06/CBERS2B_CCD_20090603.144300/176_116_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20090603_176_116_L2_BAND4.tif.zip,`/tmp/CBERS_2B_CCD1XS_20090603_176_116_L2_BAND4.tif' not recognized as a supported file format.
2009_06,CBERS2B_CCD_20090603.144300,/Level-2/CBERS2B/2009_06/CBERS2B_CCD_20090603.144300/176_117_0/2_BC_UTM_WGS84/CBERS_2B_CCD1XS_20090603_176_117_L2_BAND4.tif.zip,too small
2009_06,CBERS2B_CCD_20090603.144300,/Level-2/CBERS2B/2009_06/CBERS2B_CCD_20090603.144300/176_121_0/2_BC_UTM_WGS84/CBERS_2B_CCD2XS_20090603_176_121_L2_BAND3.tif.zip,`/tmp/CBERS_2B_CCD2XS_20090603_176_121_L2_BAND3.tif' not recognized as a supported file format.
