Date,DRD,File,Status
2003_02,LANDSAT7_ETM_20030202.124704,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030202.124704/219_066_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030202_219_066_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030202_219_066_L2_BAND1.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030204.123446,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030204.123446/217_063_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030204_217_063_L2_BAND1.tif.zip,too small
2003_02,LANDSAT7_ETM_20030204.123446,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030204.123446/217_066_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030204_217_066_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030204_217_066_L2_BAND1.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030204.123446,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030204.123446/217_076_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030204_217_076_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030204_217_076_L2_BAND1.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030207.130529,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030207.130529/222_069_0/2_BC_UTM_WGS84/LANDSAT_7_ETMPAN_20030207_222_069_L2_BAND8.tif.zip,`/tmp/LANDSAT_7_ETMPAN_20030207_222_069_L2_BAND8.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030209.125321,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030209.125321/220_080_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030209_220_080_L2_BAND3.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030209_220_080_L2_BAND3.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030213.122915,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030213.122915/216_068_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030213_216_068_L2_BAND2.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030213_216_068_L2_BAND2.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030213.140457,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030213.140457/232_072_0/2_BC_UTM_WGS84/LANDSAT_7_ETMPAN_20030213_232_072_L2_BAND8.tif.zip,`/tmp/LANDSAT_7_ETMPAN_20030213_232_072_L2_BAND8.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030217.134033,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030217.134033/228_057_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030217_228_057_L2_BAND4.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030217_228_057_L2_BAND4.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030217.134033,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030217.134033/228_060_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030217_228_060_L2_BAND4.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030217_228_060_L2_BAND4.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030217.134033,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030217.134033/228_061_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030217_228_061_L2_BAND3.tif.zip,too small
2003_02,LANDSAT7_ETM_20030217.134033,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030217.134033/228_062_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030217_228_062_L2_BAND2.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030217_228_062_L2_BAND2.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030217.134033,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030217.134033/228_063_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030217_228_063_L2_BAND2.tif.zip,too small
2003_02,LANDSAT7_ETM_20030217.134033,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030217.134033/228_064_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030217_228_064_L2_BAND4.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030217_228_064_L2_BAND4.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030217.134648,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030217.134648/228_073_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030217_228_073_L2_BAND3.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030217_228_073_L2_BAND3.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030217.134648,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030217.134648/228_077_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030217_228_077_L2_BAND7.tif.zip,too small
2003_02,LANDSAT7_ETM_20030217.134648,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030217.134648/228_079_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030217_228_079_L2_BAND7.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030217_228_079_L2_BAND7.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030217.134648,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030217.134648/228_081_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030217_228_081_L2_BAND4.tif.zip,too small
2003_02,LANDSAT7_ETM_20030217.134648,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030217.134648/228_084_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030217_228_084_L2_BAND3.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030217_228_084_L2_BAND3.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030220.123448,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030220.123448/217_062_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030220_217_062_L2_BAND2.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030220_217_062_L2_BAND2.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030220.123448,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030220.123448/217_064_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030220_217_064_L2_BAND3.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030220_217_064_L2_BAND3.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030220.123448,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030220.123448/217_066_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030220_217_066_L2_BAND3.tif.zip,too small
2003_02,LANDSAT7_ETM_20030220.123448,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030220.123448/217_067_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030220_217_067_L2_BAND3.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030220_217_067_L2_BAND3.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030220.123448,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030220.123448/217_068_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030220_217_068_L2_BAND3.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030220_217_068_L2_BAND3.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030220.123448,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030220.123448/217_069_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030220_217_069_L2_BAND3.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030220_217_069_L2_BAND3.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030220.123448,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030220.123448/217_072_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030220_217_072_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030220_217_072_L2_BAND1.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030220.123448,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030220.123448/217_073_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030220_217_073_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030220_217_073_L2_BAND1.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030223.130527,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030223.130527/222_067_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030223_222_067_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030223_222_067_L2_BAND1.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030223.130527,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030223.130527/222_068_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030223_222_068_L2_BAND2.tif.zip,too small
2003_02,LANDSAT7_ETM_20030223.130527,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030223.130527/222_070_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030223_222_070_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030223_222_070_L2_BAND1.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030223.130527,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030223.130527/222_071_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030223_222_071_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030223_222_071_L2_BAND1.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030225.125319,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030225.125319/220_072_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030225_220_072_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030225_220_072_L2_BAND1.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030225.125319,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030225.125319/220_078_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030225_220_078_L2_BAND2.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030225_220_078_L2_BAND2.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030227.124059,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030227.124059/218_072_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030227_218_072_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030227_218_072_L2_BAND1.tif' not recognized as a supported file format.
2003_02,LANDSAT7_ETM_20030227.124059,/Level-2/LANDSAT7/2003_02/LANDSAT7_ETM_20030227.124059/218_075_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030227_218_075_L2_BAND1.tif.zip,too small
