Date,DRD,File,Status
2003_05,LANDSAT7_ETM_20030512.145616,/Level-2/LANDSAT7/2003_05/LANDSAT7_ETM_20030512.145616/007_061_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030512_007_061_L2_BAND4.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030512_007_061_L2_BAND4.tif' not recognized as a supported file format.
2003_05,LANDSAT7_ETM_20030513.135842,/Level-2/LANDSAT7/2003_05/LANDSAT7_ETM_20030513.135842/231_066_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030513_231_066_L2_BAND3.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030513_231_066_L2_BAND3.tif' not recognized as a supported file format.
2003_05,LANDSAT7_ETM_20030513.140500,/Level-2/LANDSAT7/2003_05/LANDSAT7_ETM_20030513.140500/231_073_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030513_231_073_L2_BAND3.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030513_231_073_L2_BAND3.tif' not recognized as a supported file format.
2003_05,LANDSAT7_ETM_20030513.140500,/Level-2/LANDSAT7/2003_05/LANDSAT7_ETM_20030513.140500/231_079_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030513_231_079_L2_BAND2.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030513_231_079_L2_BAND2.tif' not recognized as a supported file format.
2003_05,LANDSAT7_ETM_20030513.140500,/Level-2/LANDSAT7/2003_05/LANDSAT7_ETM_20030513.140500/231_080_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030513_231_080_L2_BAND2.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030513_231_080_L2_BAND2.tif' not recognized as a supported file format.
2003_05,LANDSAT7_ETM_20030513.140500,/Level-2/LANDSAT7/2003_05/LANDSAT7_ETM_20030513.140500/231_083_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030513_231_083_L2_BAND2.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030513_231_083_L2_BAND2.tif' not recognized as a supported file format.
2003_05,LANDSAT7_ETM_20030515.135549,/Level-2/LANDSAT7/2003_05/LANDSAT7_ETM_20030515.135549/229_079_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030515_229_079_L2_BAND7.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030515_229_079_L2_BAND7.tif' not recognized as a supported file format.
2003_05,LANDSAT7_ETM_20030516.125322,/Level-2/LANDSAT7/2003_05/LANDSAT7_ETM_20030516.125322/220_064_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030516_220_064_L2_BAND4.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030516_220_064_L2_BAND4.tif' not recognized as a supported file format.
2003_05,LANDSAT7_ETM_20030516.125322,/Level-2/LANDSAT7/2003_05/LANDSAT7_ETM_20030516.125322/220_069_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030516_220_069_L2_BAND1.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030516_220_069_L2_BAND1.tif' not recognized as a supported file format.
2003_05,LANDSAT7_ETM_20030516.125322,/Level-2/LANDSAT7/2003_05/LANDSAT7_ETM_20030516.125322/220_066_0/2_BC_UTM_WGS84/LANDSAT_7_ETMXS_20030516_220_066_L2_BAND4.tif.zip,`/tmp/LANDSAT_7_ETMXS_20030516_220_066_L2_BAND4.tif' not recognized as a supported file format.
